ts,bus_age,route_name,status,count
2023-03-27,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,31
2023-03-28,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,1
2023-03-29,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,100
2023-03-30,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,37
2023-03-31,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,75
2023-04-01,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,80
2023-04-02,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,77
2023-04-03,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,10
2023-04-04,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,92
2023-04-05,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,97
2023-04-06,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,71
2023-04-07,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,51
2023-04-08,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,6
2023-04-09,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,23
2023-04-10,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,96
2023-04-11,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,57
2023-04-12,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,85
2023-04-13,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,38
2023-04-14,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,86
2023-04-15,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,83
2023-04-16,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,25
2023-04-17,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,37
2023-04-18,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,84
2023-04-19,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,70
2023-04-20,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,21
2023-04-21,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,36
2023-04-22,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,75
2023-04-23,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,48
2023-04-24,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,48
2023-04-25,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,86
2023-04-26,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,59
2023-04-27,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,1
2023-04-28,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,55
2023-04-29,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,27
2023-04-30,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,24
2023-05-01,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,46
2023-05-02,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,93
2023-05-03,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,5
2023-05-04,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,51
2023-05-05,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,66
2023-05-06,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,40
2023-05-07,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,71
2023-05-08,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,55
2023-05-09,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,69
2023-05-10,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,54
2023-05-11,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,100
2023-05-12,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,44
2023-05-13,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,60
2023-05-14,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,5
2023-05-15,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,17
2023-05-16,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,45
2023-05-17,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,46
2023-05-18,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,62
2023-05-19,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,87
2023-05-20,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,22
2023-05-21,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,85
2023-05-22,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,71
2023-05-23,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,2
2023-05-24,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,68
2023-05-25,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,16
2023-05-26,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,65
2023-05-27,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,60
2023-05-28,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,46
2023-05-29,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,70
2023-05-30,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,79
2023-05-31,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,33
2023-06-01,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,10
2023-06-02,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,87
2023-06-03,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,80
2023-06-04,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,75
2023-06-05,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,41
2023-06-06,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,97
2023-06-07,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,86
2023-06-08,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,82
2023-06-09,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,8
2023-06-10,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,33
2023-06-11,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,33
2023-06-12,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,29
2023-06-13,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,65
2023-06-14,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,69
2023-06-15,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,53
2023-06-16,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,39
2023-06-17,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,81
2023-06-18,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,31
2023-06-19,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,85
2023-06-20,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,68
2023-06-21,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,85
2023-06-22,電巴車齡3年,橘12(白天延駛澄清湖),值勤中,36
2023-03-22,電巴車齡3年,橘12(白天延駛澄清湖),備用中,68
2023-03-23,電巴車齡3年,橘12(白天延駛澄清湖),備用中,43
2023-03-24,電巴車齡3年,橘12(白天延駛澄清湖),備用中,19
2023-03-25,電巴車齡3年,橘12(白天延駛澄清湖),備用中,42
2023-03-26,電巴車齡3年,橘12(白天延駛澄清湖),備用中,8
2023-03-27,電巴車齡3年,橘12(白天延駛澄清湖),備用中,97
2023-03-28,電巴車齡3年,橘12(白天延駛澄清湖),備用中,97
2023-03-29,電巴車齡3年,橘12(白天延駛澄清湖),備用中,11
2023-03-30,電巴車齡3年,橘12(白天延駛澄清湖),備用中,13
2023-03-31,電巴車齡3年,橘12(白天延駛澄清湖),備用中,81
2023-04-01,電巴車齡3年,橘12(白天延駛澄清湖),備用中,63
2023-04-02,電巴車齡3年,橘12(白天延駛澄清湖),備用中,64
2023-04-03,電巴車齡3年,橘12(白天延駛澄清湖),備用中,79
2023-04-04,電巴車齡3年,橘12(白天延駛澄清湖),備用中,23
2023-04-05,電巴車齡3年,橘12(白天延駛澄清湖),備用中,18
2023-04-06,電巴車齡3年,橘12(白天延駛澄清湖),備用中,71
2023-04-07,電巴車齡3年,橘12(白天延駛澄清湖),備用中,63
2023-04-08,電巴車齡3年,橘12(白天延駛澄清湖),備用中,94
2023-04-09,電巴車齡3年,橘12(白天延駛澄清湖),備用中,69
2023-04-10,電巴車齡3年,橘12(白天延駛澄清湖),備用中,57
2023-04-11,電巴車齡3年,橘12(白天延駛澄清湖),備用中,18
2023-04-12,電巴車齡3年,橘12(白天延駛澄清湖),備用中,19
2023-04-13,電巴車齡3年,橘12(白天延駛澄清湖),備用中,97
2023-04-14,電巴車齡3年,橘12(白天延駛澄清湖),備用中,71
2023-04-15,電巴車齡3年,橘12(白天延駛澄清湖),備用中,72
2023-04-16,電巴車齡3年,橘12(白天延駛澄清湖),備用中,100
2023-04-17,電巴車齡3年,橘12(白天延駛澄清湖),備用中,51
2023-04-18,電巴車齡3年,橘12(白天延駛澄清湖),備用中,40
2023-04-19,電巴車齡3年,橘12(白天延駛澄清湖),備用中,74
2023-04-20,電巴車齡3年,橘12(白天延駛澄清湖),備用中,22
2023-04-21,電巴車齡3年,橘12(白天延駛澄清湖),備用中,41
2023-04-22,電巴車齡3年,橘12(白天延駛澄清湖),備用中,71
2023-04-23,電巴車齡3年,橘12(白天延駛澄清湖),備用中,39
2023-04-24,電巴車齡3年,橘12(白天延駛澄清湖),備用中,2
2023-04-25,電巴車齡3年,橘12(白天延駛澄清湖),備用中,25
2023-04-26,電巴車齡3年,橘12(白天延駛澄清湖),備用中,44
2023-04-27,電巴車齡3年,橘12(白天延駛澄清湖),備用中,67
2023-04-28,電巴車齡3年,橘12(白天延駛澄清湖),備用中,84
2023-04-29,電巴車齡3年,橘12(白天延駛澄清湖),備用中,94
2023-04-30,電巴車齡3年,橘12(白天延駛澄清湖),備用中,50
2023-05-01,電巴車齡3年,橘12(白天延駛澄清湖),備用中,38
2023-05-02,電巴車齡3年,橘12(白天延駛澄清湖),備用中,59
2023-05-03,電巴車齡3年,橘12(白天延駛澄清湖),備用中,22
2023-05-04,電巴車齡3年,橘12(白天延駛澄清湖),備用中,98
2023-05-05,電巴車齡3年,橘12(白天延駛澄清湖),備用中,80
2023-05-06,電巴車齡3年,橘12(白天延駛澄清湖),備用中,77
2023-05-07,電巴車齡3年,橘12(白天延駛澄清湖),備用中,59
2023-05-08,電巴車齡3年,橘12(白天延駛澄清湖),備用中,45
2023-05-09,電巴車齡3年,橘12(白天延駛澄清湖),備用中,67
2023-05-10,電巴車齡3年,橘12(白天延駛澄清湖),備用中,83
2023-05-11,電巴車齡3年,橘12(白天延駛澄清湖),備用中,65
2023-05-12,電巴車齡3年,橘12(白天延駛澄清湖),備用中,81
2023-05-13,電巴車齡3年,橘12(白天延駛澄清湖),備用中,79
2023-05-14,電巴車齡3年,橘12(白天延駛澄清湖),備用中,7
2023-05-15,電巴車齡3年,橘12(白天延駛澄清湖),備用中,90
2023-05-16,電巴車齡3年,橘12(白天延駛澄清湖),備用中,55
2023-05-17,電巴車齡3年,橘12(白天延駛澄清湖),備用中,76
2023-05-18,電巴車齡3年,橘12(白天延駛澄清湖),備用中,99
2023-05-19,電巴車齡3年,橘12(白天延駛澄清湖),備用中,96
2023-05-20,電巴車齡3年,橘12(白天延駛澄清湖),備用中,80
2023-05-21,電巴車齡3年,橘12(白天延駛澄清湖),備用中,21
2023-05-22,電巴車齡3年,橘12(白天延駛澄清湖),備用中,12
2023-05-23,電巴車齡3年,橘12(白天延駛澄清湖),備用中,73
2023-05-24,電巴車齡3年,橘12(白天延駛澄清湖),備用中,92
2023-05-25,電巴車齡3年,橘12(白天延駛澄清湖),備用中,98
2023-05-26,電巴車齡3年,橘12(白天延駛澄清湖),備用中,37
2023-05-27,電巴車齡3年,橘12(白天延駛澄清湖),備用中,27
2023-05-28,電巴車齡3年,橘12(白天延駛澄清湖),備用中,7
2023-05-29,電巴車齡3年,橘12(白天延駛澄清湖),備用中,36
2023-05-30,電巴車齡3年,橘12(白天延駛澄清湖),備用中,20
2023-05-31,電巴車齡3年,橘12(白天延駛澄清湖),備用中,57
2023-06-01,電巴車齡3年,橘12(白天延駛澄清湖),備用中,30
2023-06-02,電巴車齡3年,橘12(白天延駛澄清湖),備用中,27
2023-06-03,電巴車齡3年,橘12(白天延駛澄清湖),備用中,66
2023-06-04,電巴車齡3年,橘12(白天延駛澄清湖),備用中,56
2023-06-05,電巴車齡3年,橘12(白天延駛澄清湖),備用中,62
2023-06-06,電巴車齡3年,橘12(白天延駛澄清湖),備用中,16
2023-06-07,電巴車齡3年,橘12(白天延駛澄清湖),備用中,44
2023-06-08,電巴車齡3年,橘12(白天延駛澄清湖),備用中,20
2023-06-09,電巴車齡3年,橘12(白天延駛澄清湖),備用中,81
2023-06-10,電巴車齡3年,橘12(白天延駛澄清湖),備用中,35
2023-06-11,電巴車齡3年,橘12(白天延駛澄清湖),備用中,48
2023-06-12,電巴車齡3年,橘12(白天延駛澄清湖),備用中,20
2023-06-13,電巴車齡3年,橘12(白天延駛澄清湖),備用中,77
2023-06-14,電巴車齡3年,橘12(白天延駛澄清湖),備用中,60
2023-06-15,電巴車齡3年,橘12(白天延駛澄清湖),備用中,65
2023-06-16,電巴車齡3年,橘12(白天延駛澄清湖),備用中,20
2023-06-17,電巴車齡3年,橘12(白天延駛澄清湖),備用中,34
2023-06-18,電巴車齡3年,橘12(白天延駛澄清湖),備用中,28
2023-06-19,電巴車齡3年,橘12(白天延駛澄清湖),備用中,10
2023-06-20,電巴車齡3年,橘12(白天延駛澄清湖),備用中,51
2023-06-21,電巴車齡3年,橘12(白天延駛澄清湖),備用中,84
2023-06-22,電巴車齡3年,橘12(白天延駛澄清湖),備用中,90
2023-03-22,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,22
2023-03-23,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,93
2023-03-24,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,33
2023-03-25,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,54
2023-03-26,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,81
2023-03-27,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,14
2023-03-28,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,6
2023-03-29,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,3
2023-03-30,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,47
2023-03-31,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,44
2023-04-01,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,91
2023-04-02,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,37
2023-04-03,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,43
2023-04-04,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,70
2023-04-05,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,50
2023-04-06,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,3
2023-04-07,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,64
2023-04-08,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,60
2023-04-09,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,75
2023-04-10,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,76
2023-04-11,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,3
2023-04-12,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,66
2023-04-13,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,12
2023-04-14,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,90
2023-04-15,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,17
2023-04-16,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,45
2023-04-17,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,4
2023-04-18,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,96
2023-04-19,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,80
2023-04-20,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,17
2023-04-21,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,98
2023-04-22,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,18
2023-04-23,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,66
2023-04-24,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,99
2023-04-25,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,67
2023-04-26,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,15
2023-04-27,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,75
2023-04-28,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,51
2023-04-29,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,78
2023-04-30,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,23
2023-05-01,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,96
2023-05-02,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,63
2023-05-03,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,93
2023-05-04,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,31
2023-05-05,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,61
2023-05-06,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,98
2023-05-07,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,80
2023-05-08,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,84
2023-05-09,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,72
2023-05-10,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,53
2023-05-11,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,94
2023-05-12,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,20
2023-05-13,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,38
2023-05-14,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,66
2023-05-15,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,73
2023-05-16,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,61
2023-05-17,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,54
2023-05-18,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,71
2023-05-19,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,71
2023-05-20,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,100
2023-05-21,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,29
2023-05-22,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,36
2023-05-23,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,4
2023-05-24,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,19
2023-05-25,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,17
2023-05-26,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,26
2023-05-27,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,42
2023-05-28,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,76
2023-05-29,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,59
2023-05-30,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,80
2023-05-31,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,4
2023-06-01,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,86
2023-06-02,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,54
2023-06-03,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,12
2023-06-04,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,87
2023-06-05,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,63
2023-06-06,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,60
2023-06-07,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,25
2023-06-08,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,70
2023-06-09,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,66
2023-06-10,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,70
2023-06-11,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,61
2023-06-12,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,69
2023-06-13,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,53
2023-06-14,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,52
2023-06-15,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,52
2023-06-16,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,93
2023-06-17,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,14
2023-06-18,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,65
2023-06-19,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,90
2023-06-20,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,63
2023-06-21,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,23
2023-06-22,電巴車齡3年,橘12(白天延駛澄清湖),閒置中,37
